IDProducto,Descripcion_Articulo,Descripcion_Articulo_Largo,Cod_Familia,Val_MonedaNacional,Val_MonedaExtranjera,Codigo_Marca,Descripcion_Marca,Tipo_Presentacion,Descripcion_Tipo_Presentacion,Codigo_Empresa,Codigo_UnidadMedida,Descripcion_UnidadMedida
4099,Zapatillas Zion Blancas,Zapatillas Zion Blancas,433,134.9475,47.35,NULL,Hush Puppies,NULL,Talla 26,NULL,UNI,UNIDADES
4100,Zapatos Forever Life,Zapatos Forever Life,433,131.0715,45.99,NULL,olympikus,NULL,Talla 24,NULL,UNI,UNIDADES
4101,Shorts de franela,Shorts de franela,441,21.375,7.5,NULL,Zarella,NULL,Estandar,NULL,UNI,UNIDADES
4102,Blusa candy colored,Blusa candy colored,441,32.775,11.5,NULL,Zarella,NULL,Estandar,NULL,UNI,UNIDADES
4103,Sobretodo polar Ralph Lauren,Sobretodo polar Ralph Lauren,441,78.375,27.5,NULL,Ralph Lauren,NULL,Estandar,NULL,UNI,UNIDADES
4104,Pijama Kids' Solid Polartec,Pijama Kids' Solid Polartec,441,56.8575,19.95,NULL,Kid's Solid,NULL,Estandar,NULL,UNI,UNIDADES
4105,Pijama Azul Ophelia,Pijama Azul Ophelia,441,56.8575,19.95,NULL,Ophelia,NULL,Estandar,NULL,UNI,UNIDADES
4106,Camisa Verde Pastel Ophelia,Camisa Verde Pastel Ophelia,441,37.0215,12.99,NULL,Ophelia,NULL,Estandar,NULL,UNI,UNIDADES
4107,Camisa Poliester Ophelia,Camisa Poliester Ophelia,441,49.875,17.5,NULL,Ophelia,NULL,Estandar,NULL,UNI,UNIDADES
4108,Blusa Blanca Ophelia,Blusa Blanca Ophelia,441,48.4215,16.99,NULL,Ophelia,NULL,Estandar,NULL,UNI,UNIDADES
4109,Pantalón Acuje Ophelia,Pantalón Acuje Ophelia,441,66.975,23.5,NULL,Ophelia,NULL,Estandar,NULL,UNI,UNIDADES
4110,Calcetines triple roll,Calcetines triple roll,442,5.7,2,NULL,Kid's Solid,NULL,Estandar,NULL,UNI,UNIDADES
4111,Casaca Baby Bear,Casaca Baby Bear,442,34.2,12,NULL,Osh Kosh B Gosh,NULL,Estandar,NULL,UNI,UNIDADES
4112,Bodysuit de lino,Bodysuit de lino,442,31.35,11,NULL,Zarella,NULL,Estandar,NULL,UNI,UNIDADES
4113,Pantaloncitos Jean 5 pocket,Pantaloncitos Jean 5 pocket,442,44.517,15.62,NULL,Osh Kosh B Gosh,NULL,Estandar,NULL,UNI,UNIDADES
4114,Overall Corduroy Navy Blue,Overall Corduroy Navy Blue,442,86.925,30.5,NULL,Old Navy,NULL,Estandar,NULL,UNI,UNIDADES
4115,Juego de botas y gorro,Juego de botas y gorro,443,27.075,9.5,NULL,Zarella,NULL,Estandar,NULL,UNI,UNIDADES
4116,Guantes de lana,Guantes de lana,443,19.8075,6.95,NULL,Zarella,NULL,Estandar,NULL,UNI,UNIDADES
4117,Gorros de algodón,Gorros de algodón,443,5.7,2,NULL,Kid's Solid,NULL,Estandar,NULL,UNI,UNIDADES
4118,Sabanas termicas,Sabanas termicas,443,14.25,5,NULL,Fabella,NULL,Estandar,NULL,UNI,UNIDADES
4119,Juguetes para bañera,Juguetes para bañera,443,21.375,7.5,NULL,Toys R Us,NULL,Estandar,NULL,UNI,UNIDADES
4120,Pantalón + Camisa Poliester,Pantalón + Camisa Poliester,451,122.55,43,NULL,Polystel,NULL,Estandar,NULL,UNI,UNIDADES
4121,Falda + Blusa Poliester,Falda + Blusa Poliester,451,122.55,43,NULL,Polystel,NULL,Estandar,NULL,UNI,UNIDADES
4122,Pantalón + Camisa Algodón,Pantalón + Camisa Algodón,451,142.4715,49.99,NULL,Polystel,NULL,Estandar,NULL,UNI,UNIDADES
4123,Pack 2 Camisas Poliester,Pack 2 Camisas Poliester,451,72.675,25.5,NULL,Polystel,NULL,Estandar,NULL,UNI,UNIDADES
4124,Pack 2 Pantalones Poliester,Pack 2 Pantalones Poliester,451,114,40,NULL,Polystel,NULL,Estandar,NULL,UNI,UNIDADES
4125,Pack 2 Camisas Poliester,Pack 2 Camisas Poliester,451,69.825,24.5,NULL,Polystel,NULL,Estandar,NULL,UNI,UNIDADES
4126,Pack 2 Camisas 100% Algodón,Pack 2 Camisas 100% Algodón,451,100.89,35.4,NULL,Polystel,NULL,Estandar,NULL,UNI,UNIDADES
4127,Pack 2 Pantalones 100% Algodón,Pack 2 Pantalones 100% Algodón,451,155.325,54.5,NULL,Polystel,NULL,Estandar,NULL,UNI,UNIDADES
4128,Pantalón +  2 Camisas Poliester,Pantalón +  2 Camisas Poliester,451,142.4715,49.99,NULL,Polystel,NULL,Estandar,NULL,UNI,UNIDADES
4129,Falda + Blusa Algodón,Falda + Blusa Algodón,451,142.4715,49.99,NULL,Polystel,NULL,Estandar,NULL,UNI,UNIDADES
4130,Cuaderno 100 hojas rayado,Cuaderno 100 hojas rayado,452,3.705,1.3,NULL,Arcoiris,NULL,Estandar,NULL,UNI,UNIDADES
4131,Cuaderno 100 hojas triple raya,Cuaderno 100 hojas triple raya,452,3.705,1.3,NULL,Arcoiris,NULL,Estandar,NULL,UNI,UNIDADES
4132,Cuaderno 100 hojas cuadriculado,Cuaderno 100 hojas cuadriculado,452,3.705,1.3,NULL,Arcoiris,NULL,Estandar,NULL,UNI,UNIDADES
4133,Cuaderno empastado 100 hojas rayado,Cuaderno empastado 100 hojas rayado,452,8.55,3,NULL,Arcoiris,NULL,Estandar,NULL,UNI,UNIDADES
4134,Cuaderno empastado 100 hojas cuadriculado,Cuaderno empastado 100 hojas cuadriculado,452,8.55,3,NULL,Arcoiris,NULL,Estandar,NULL,UNI,UNIDADES
4135,Cartuchera Power Rangers,Cartuchera Power Rangers,452,8.55,3,NULL,Loro,NULL,Estandar,NULL,UNI,UNIDADES
4136,Mochila Los Increibles,Mochila Los Increibles,452,99.75,35,NULL,Loro,NULL,Estandar,NULL,UNI,UNIDADES
4137,Tajador de metal,Tajador de metal,452,2.85,1,NULL,Loro,NULL,Estandar,NULL,UNI,UNIDADES
4138,Pack 3 lapiceros azules,Pack 3 lapiceros azules,452,2.85,1,NULL,Loro,NULL,Estandar,NULL,UNI,UNIDADES
4139,Resaltador Verde Fosforecente,Resaltador Verde Fosforecente,452,1.425,0.5,NULL,Loro,NULL,Estandar,NULL,UNI,UNIDADES
